id,company,title,season,season_inferred,seasons,program,remote,category,location,region,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
ashby:telus-digital:89730055-fa03-444d-aa05-0058946fa436,TELUS Digital,Data & AI Intern (Brazil) - Year Round 2027,Summer 2027,False,,Internship,,Data & ML/AI,"Porto Alegre, Brazil",IEC countries,unknown,,,Python; SQL; LLMs,2026-08-28T20:44:38.600+00:00,exact,2026-09-22T01:54:52Z,https://jobs.ashbyhq.com/telus-digital/89730055-fa03-444d-aa05-0058946fa436
ashby:telus-digital:98495440-1a32-4c7e-8183-f38beebfd1d0,TELUS Digital,Software Engineering Intern (Brazil) - Year Round 2027,Summer 2027,False,,Internship,,Software,"Porto Alegre, Brazil",IEC countries,unknown,,,,2026-08-28T20:44:18.242+00:00,exact,2026-09-22T01:54:52Z,https://jobs.ashbyhq.com/telus-digital/98495440-1a32-4c7e-8183-f38beebfd1d0
greenhouse:epicgames:6163851004,Epic Games,Web Engineer Intern,Not stated,True,,Internship,,Software,"London,England,United Kingdom",IEC countries,unknown,28,,TypeScript; JavaScript; React; Next.js; Node.js; HTML/CSS; AWS; Kubernetes,2026-08-28T19:29:11-04:00,exact,2026-09-22T01:54:52Z,https://epicgames.com/careers/jobs/6163851004?gh_jid=6163851004
workday:lumentum:/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261135,Lumentum,Software Verification Engineer (Co-op/Intern),Summer 2027,False,,Internship / Co-op,,Software,Canada - Ottawa (Bill Leathem),Canada,unknown,,$24–$35/hr,Python; C#; Bash; Linux,2026-08-28T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://lumentum.wd5.myworkdayjobs.com/LITE/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261135
workday:lumentum:/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261136,Lumentum,Software Verification Engineer (Co-op/Intern),Summer 2027,False,,Internship / Co-op,,Software,Canada - Ottawa (Bill Leathem),Canada,unknown,,$24–$35/hr,Python; C#; Bash; Linux,2026-08-28T00:00:00Z,date_only,2026-09-03T19:49:36Z,https://lumentum.wd5.myworkdayjobs.com/LITE/job/Canada---Ottawa-Bill-Leathem/Software-Verification-Engineer--Co-op-Intern-_20261136
workday:nvidia:/job/Taiwan-Taipei/Android-Software-Engineer--RDSS-Intern-_JR2024408,NVIDIA,Android Software Engineer (RDSS Intern),Not stated,True,,Internship,,Software,"Taiwan, Taipei",IEC countries,unknown,1526,,Python; Java; C++; Bash; LLMs; Linux; Git,2026-08-28T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Android-Software-Engineer--RDSS-Intern-_JR2024408
workday:nvidia:/job/Taiwan-Taipei/Diagnostic-Network-Software-Engineer--RDSS-Intern-_JR2024300,NVIDIA,Diagnostic Network Software Engineer (RDSS Intern),Not stated,True,,Internship,,Software,"Taiwan, Taipei",IEC countries,unknown,1526,,Python; C++; Linux,2026-08-27T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Diagnostic-Network-Software-Engineer--RDSS-Intern-_JR2024300
workday:hitachi:/job/Krakow-Lesser-Poland-Poland/Internship---Full-stack-Software-Engineer_R0142565-1,Hitachi Energy,Internship – Full-stack Software Engineer,Not stated,True,,Internship,,Software,"Krakow, Lesser Poland, Poland",IEC countries,unknown,,,Java; TypeScript; Kotlin; React; Linux; PostgreSQL,2026-08-26T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://hitachi.wd1.myworkdayjobs.com/hitachi/job/Krakow-Lesser-Poland-Poland/Internship---Full-stack-Software-Engineer_R0142565-1
smartrecruiters:BoschGroup:744000145524340,Bosch,Paid Internship in AI Application Team (f/m),Not stated,True,,Internship,,Data & ML/AI,"Warszawa, Województwo mazowieckie, International (PL) (Hybrid)",IEC countries,unknown,188,,Python; JavaScript; SQL; LLMs; React; HTML/CSS; Azure; Git,2026-08-25T14:03:38.309Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/BoschGroup/744000145524340
ashby:phlair:8021960b-1e19-406b-99c2-bac26fbe2c86,Phlair,Working Student / Intern – Control Team (Systems & Data Infrastructure) (f/m/d),Not stated,True,,Internship,,Data & ML/AI,München,IEC countries,unknown,,,Python; PostgreSQL,2026-08-24T06:51:38.613+00:00,exact,2026-09-22T01:54:52Z,https://jobs.ashbyhq.com/phlair/8021960b-1e19-406b-99c2-bac26fbe2c86
oracle:eofe.fa.us2.oraclecloud.com:81318,BNY,2027 BNY Internship Program -Engineering (Developer) (Manchester),Summer 2027,False,,Internship,,Software,"Greater Manchester, United Kingdom",IEC countries,unknown,,,Python; Java; JavaScript; HTML/CSS,2026-08-24,date_only,2026-09-22T01:54:52Z,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81318
oracle:eofe.fa.us2.oraclecloud.com:81322,BNY,2027 BNY Internship Program -Engineering (Data Science) (Manchester),Summer 2027,False,,Internship,,Data & ML/AI,"Greater Manchester, United Kingdom",IEC countries,unknown,,,Python; Java; JavaScript; HTML/CSS,2026-08-24,date_only,2026-09-22T01:54:52Z,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81322
smartrecruiters:WesternDigital:744000145156358,Western Digital,Intern - AI Information Technology (Studying Master's and Bachelor Degree),Not stated,True,,Internship,,Data & ML/AI,"BangPa-in, PHRA NAKHON SI AYUTTHAYA, International (TH)",IEC countries,unknown,,,Python; Java; C++; C#; JavaScript; TensorFlow; React; HTML/CSS,2026-08-24T03:27:59.167Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/WesternDigital/744000145156358
workday:nvidia:/job/Taiwan-Taipei/System-Software-Engineer---Embedded-Power-Management--RDSS-Intern-_JR2023967,NVIDIA,System Software Engineer – Embedded Power Management (RDSS Intern),Not stated,True,,Internship,,Software,"Taiwan, Taipei",IEC countries,unknown,1526,,Linux,2026-08-24T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer---Embedded-Power-Management--RDSS-Intern-_JR2023967
workday:trendmicro:/job/Cork/Applied-AI-Engineer-Internship_R0010091,Trend Micro,Applied AI Engineer Internship,Not stated,True,,Internship,,Data & ML/AI,Cork,IEC countries,unknown,22,,Python; TypeScript; SQL; Pandas; LLMs; React; Azure; Docker,2026-08-24T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://trendmicro.wd3.myworkdayjobs.com/External/job/Cork/Applied-AI-Engineer-Internship_R0010091
smartrecruiters:BoschGroup:744000144735299,Bosch,Academic Internship in Software Engineering (f/m/div.),Not stated,True,,Internship,,Software,"Braga, Braga, International (PT)",IEC countries,unknown,188,,Python; C++,2026-08-21T10:27:24.642Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/BoschGroup/744000144735299
workday:nvidia:/job/Taiwan-Taipei/System-Software-Engineer---GPU-and-SOC--2027-RDSS-Intern-_JR2023628,NVIDIA,System Software Engineer – GPU and SOC (2027 RDSS Intern),Summer 2027,False,,Internship,,Software,"Taiwan, Taipei",IEC countries,unknown,1526,,C++; Linux,2026-08-19T00:00:00Z,date_only,2026-09-22T01:54:52Z,https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/job/Taiwan-Taipei/System-Software-Engineer---GPU-and-SOC--2027-RDSS-Intern-_JR2023628
greenhouse:gardacp:6146408004,Garda Capital Partners,Software Engineer Intern (AI Internal Tools),Not stated,True,,Internship,,Data & ML/AI,"Geneva, Geneva, Switzerland; Zug, Zug, Switzerland",IEC countries,unknown,6,,,2026-08-18T16:02:15-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/gardacp/jobs/6146408004
greenhouse:stripe:8097801,Stripe,"Software Engineer, Intern (Summer or Winter)",Not stated,True,,Internship,,Software,Dublin,IEC countries,unknown,441,,Java; JavaScript; Scala; Ruby,2026-08-17T09:46:14-04:00,exact,2026-09-22T01:54:52Z,https://stripe.com/jobs/search?gh_jid=8097801
greenhouse:xantium:4360768009,Xantium,Quantitative Developer Intern,Summer 2027,False,,Internship,,Quant,"London, England, New York, New York",IEC countries,unknown,,,Python; C++,2026-08-17T16:10:20-04:00,exact,2026-08-18T10:02:09Z,https://job-boards.greenhouse.io/xantium/jobs/4360768009
greenhouse:xantium:4371217009,Xantium,Quantitative Researcher Intern,Summer 2027,False,,Internship,,Quant,"London, England, New York, New York",IEC countries,unknown,,,,2026-08-17T16:10:51-04:00,exact,2026-08-18T10:02:09Z,https://job-boards.greenhouse.io/xantium/jobs/4371217009
smartrecruiters:BoschGroup:744000143454572,Bosch,C# Developer - Internship (f/m/div.),Not stated,True,,Internship,,Software,"Ovar, International (PT) (Hybrid)",IEC countries,unknown,188,,C#,2026-08-14T07:37:15.593Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/BoschGroup/744000143454572
smartrecruiters:BoschGroup:744000143455469,Bosch,DevOps Engineer - Internship (f/m/div.),Not stated,True,,Internship,,Software,"Ovar, International (PT) (Hybrid)",IEC countries,unknown,188,,Python; Bash; Linux; Git,2026-08-14T07:36:06.912Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/BoschGroup/744000143455469
smartrecruiters:BoschGroup:744000143272044,Bosch,"IT Internship (BackEnd, Java) (f/m)",Not stated,True,,Internship,,Software,"Warszawa, Województwo mazowieckie, International (PL) (Hybrid)",IEC countries,unknown,188,,Java; Git,2026-08-13T09:49:53.202Z,exact,2026-09-22T01:54:52Z,https://jobs.smartrecruiters.com/BoschGroup/744000143272044
greenhouse:towerresearchcapital:8113986,Tower Research Capital,"Quantitative Research Internship - 6 Months, Central Execution Research",Not stated,True,,Internship,,Quant,London,IEC countries,unknown,38,,Python; C++; Rust,2026-08-12T08:52:34-04:00,exact,2026-09-22T01:54:52Z,https://www.tower-research.com/open-positions/?gh_jid=8113986
greenhouse:dvtrading:4719125005,DV Trading,Software Engineer Intern - Summer 2027 (DV Commodities),Summer 2027,False,,Internship,,Software,London,IEC countries,unknown,,,Python; C++,2026-08-10T18:43:54-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/dvtrading/jobs/4719125005
greenhouse:mavensecuritiesholdingltd:8043552,Maven Securities,Quant Trader Internship 2027 (6 months),Summer 2027,False,,Internship,,Quant,London,IEC countries,offers,,,Python; C++; C#,2026-07-31T10:31:24-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/mavensecuritiesholdingltd/jobs/8043552
greenhouse:ctccampusboard:4709545005,Chicago Trading Company,Quant Trading Internship - Summer 2027,Summer 2027,False,,Internship,,Quant,"London, England, United Kingdom",IEC countries,unknown,,,Python,2026-07-21T13:33:43-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/ctccampusboard/jobs/4709545005
greenhouse:virtu:8551566002,Virtu Financial,2027 Internship - Software Engineer,Summer 2027,False,,Internship,,Software,"Dublin, Ireland",IEC countries,unknown,,,,2026-07-20T07:39:13-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/virtu/jobs/8551566002
ashby:georgian:2ae71a4b-dd9d-4068-8ef2-81351ee74cab,Georgian Partners Growth,AI/ML Engineer Intern (2027),Summer 2027,False,,Internship,,Data & ML/AI,Toronto Headquarters,Canada,unknown,,,Python; PyTorch; TensorFlow; scikit-learn; LLMs; AWS; GCP; Azure,2026-07-14T19:37:42.124+00:00,exact,2026-09-03T21:02:28Z,https://jobs.ashbyhq.com/georgian/2ae71a4b-dd9d-4068-8ef2-81351ee74cab
greenhouse:wehrtyou:7964062,Hudson River Trading,Algorithm Development (Quant Research & Trading) Internship – Summer 2027,Summer 2027,False,,Internship,,Quant,"London, United Kingdom; New York, NY, United States; Singapore",IEC countries,unknown,29,,Python; C++; MATLAB; Pandas,2026-07-13T11:39:48-04:00,exact,2026-08-07T00:49:01Z,https://www.hudsonrivertrading.com/careers/job/?gh_jid=7964062
greenhouse:wehrtyou:8052083,Hudson River Trading,Software Engineering Internship (C++ or Python) – Summer 2027,Summer 2027,False,,Internship,,Software,"Austin, TX, United States; Chicago, Illinois, United States; London, United Kingdom; New York, NY, United States; Singapore",IEC countries,unknown,29,,Python; C++,2026-07-13T11:35:06-04:00,exact,2026-07-13T18:00:59Z,https://www.hudsonrivertrading.com/careers/job/?gh_jid=8052083
greenhouse:imc:4907430101,IMC Trading,Machine Learning Research Intern - Summer 2027 - Sydney,Summer 2027,False,,Internship,,Data & ML/AI,"Sydney,  Australia",IEC countries,unknown,13,,Python; PyTorch; TensorFlow,2026-07-01T13:18:38-04:00,exact,2026-07-01T20:55:33Z,https://job-boards.eu.greenhouse.io/imc/jobs/4956547101
greenhouse:virtu:8547254002,Virtu Financial,2027 Internship - Quantitative Trading,Summer 2027,False,,Internship,,Quant,"Dublin, Ireland",IEC countries,unknown,,,Python; Java; C++; SQL,2026-07-01T05:34:02-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/virtu/jobs/8547254002
amazon:amazon:10459543,Amazon,"2027 Applied Science Intern (Computer Vision), Amazon International Machine Learning",Summer 2027,False,,Internship,,Data & ML/AI,"Melbourne, International",IEC countries,unknown,23139,,Computer Vision; Python,2026-06-26T00:00:00Z,date_only,2026-06-30T19:49:56Z,https://www.amazon.jobs/en/jobs/10459543/2027-applied-science-intern-computer-vision-amazon-international-machine-learning
amazon:amazon:10456239,Amazon,"2027 Applied Science Intern (Machine Learning, Recommender Systems), Amazon International Machine Learning",Summer 2027,False,,Internship,,Data & ML/AI,"Melbourne, International",IEC countries,unknown,23139,,Python; LLMs; Computer Vision,2026-06-23T00:00:00Z,date_only,2026-06-30T19:49:56Z,https://www.amazon.jobs/en/jobs/10456239/2027-applied-science-intern-machine-learning-recommender-systems-amazon-international-machine-learning
amazon:amazon:10418355,Amazon,2027 Software Dev Engineer Intern,Summer 2027,False,,Internship,,Software,"Dublin, International",IEC countries,unknown,23139,,Python; Java; C++; AWS,2026-05-13T00:00:00Z,date_only,2026-06-30T19:49:56Z,https://www.amazon.jobs/en/jobs/10418355/2027-software-dev-engineer-intern
greenhouse:squarepointcapital:7905463,Squarepoint Capital,Intern Software Developer - Montreal - 2027,Summer 2027,False,,Internship,,Software,Montreal,Canada,unknown,,,Python; Java; C++; Rust; Linux,2026-05-07T16:37:33-04:00,exact,2026-09-03T21:02:28Z,https://www.squarepoint-capital.com/open-opportunities?id=7905463&gh_jid=7905463
greenhouse:aquaticcapitalmanagement:8489186002,Aquatic Capital Management,"Quantitative Researcher, Intern (Summer 2027)",Summer 2027,False,,Internship,,Quant,Chicago; London,IEC countries,unknown,,,Python,2026-04-01T14:58:56-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/aquaticcapitalmanagement/jobs/8489186002
greenhouse:worldquant:4393652006,WorldQuant,Quantitative Research Internship 2027,Summer 2027,False,,Internship,,Quant,Paris,IEC countries,unknown,30,,Python; C++; C#; Bash; MATLAB,2024-09-04T08:17:08-04:00,exact,2026-09-22T01:54:52Z,https://job-boards.greenhouse.io/worldquant/jobs/4393652006
